Apellido,Nombre,Equipo,Partidos_Jugados,Sets_Jugados,Puntos_Jugados,Break_Points,G-P,Error_Saque,Saque_Facil,Saque_Mediopunto,Saque_Negativo,Saque_Positivo,Saque_Punto,Error_Recepcion,Recepcion_Facil,Recepcion_Vendida,Recepcion_Negativa,Recepcion_Positiva,Recepcion_Perfecta,Eficacia_Recepcion_porcentaje,Recepciones_Perfectas_porcentaje,Error_Ataque,Ataque_Facil,Ataque_Bloqueado,Ataque_Negativo,Ataque_Positivo,Ataque_Punto,Eficacia_Ataques_punto,Error_Bloqueo,Bloqueo_Facil,Contacto_Red,Bloqueo_Negativo,Bloqueo_Positivo,Bloqueo_Punto,Temp,Efectividad_Saque_porcentaje,Efectividad_Bloqueo_porcentaje,Coef_Efec_Puntos,Coef_jugado,Temp_prox,Equipo_prox
Delgado Calvo,Beatriz,Alcobendas,4,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1.0,0,0,0,0,0,0,21/22,0.0,0.0,0.5,0.047619047619047616,22/23,Alcobendas
Delgado Van Dongen,Daysa,Libby's_La_Laguna,15,26,36,18,15,15,7,2,27,13,2,0,0,0,0,0,0,0.0,0.0,2,1,4,12,10,21,0.42,7,2,0,2,4,13,21/22,0.030303030303030304,0.4642857142857143,2.4,0.33766233766233766,22/23,Libby's_La_Laguna
Dieguez García,Alba,Leganes,3,4,0,0,-4,3,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,3,0,0,0.0,1,0,0,0,0,0,21/22,0.0,0.0,0.0,0.0547945205479452,22/23,
Echávarri Llobera,Carlota,Alcobendas,3,4,0,0,-2,0,1,0,2,0,0,1,0,0,1,1,3,0.67,0.5,0,0,1,1,1,0,0.0,0,0,0,0,1,0,21/22,0.0,0.0,0.0,0.047619047619047616,22/23,Alcobendas
Esteban Calvo,Sara,Sayre,15,41,55,29,9,5,15,4,73,34,4,18,14,12,62,43,66,0.51,0.31,17,3,6,74,20,41,0.25,9,3,0,0,5,10,21/22,0.02962962962962963,0.37037037037037035,3.6666666666666665,0.4823529411764706,22/23,
Etxebarria,Aida,Haro_Rioja,23,73,63,27,4,9,11,10,80,24,5,11,25,18,58,73,73,0.57,0.28,24,6,15,96,27,49,0.23,14,10,0,1,3,9,21/22,0.03597122302158273,0.24324324324324326,2.739130434782609,0.8295454545454546,22/23,Haro_Rioja
Exojo,María,Socuellamos,8,10,1,1,-1,2,3,0,1,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,21/22,0.0,0.0,0.125,0.125,22/23,Socuellamos
Fernández Gayoso,Jimena,Emeve,22,90,377,140,184,42,7,11,87,58,38,0,0,1,0,0,1,0.5,0.5,75,8,76,270,81,318,0.38,10,4,0,1,9,21,21/22,0.15637860082304528,0.4666666666666667,17.136363636363637,0.967741935483871,22/23,Emeve
Figueira González,Lidia,Emeve,15,47,2,1,-12,4,1,0,4,11,0,10,0,17,33,43,82,0.68,0.44,0,1,0,0,1,2,0.5,0,2,0,0,0,0,21/22,0.0,0.0,0.13333333333333333,0.5053763440860215,22/23,Emeve
Figueroa Arroyo,María,Avarca_de_Menorca,27,75,26,16,10,13,6,15,85,59,8,0,0,1,1,0,1,0.33,0.33,2,0,1,12,6,11,0.34,6,0,0,1,1,7,21/22,0.043010752688172046,0.4666666666666667,0.9629629629629629,0.9036144578313253,22/23,Alcobendas
Florez Menéndez,Marta,Leganes,2,2,0,0,-2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,2,0,0.0,0,0,0,0,0,0,21/22,0.0,0.0,0.0,0.0273972602739726,22/23,
Folgueira Fernandez,Sara,Avarca_de_Menorca,25,66,169,71,88,10,12,11,61,29,6,1,0,0,0,0,1,0.5,0.5,32,11,38,125,37,146,0.38,10,2,0,0,5,17,21/22,0.046511627906976744,0.5,6.76,0.7951807228915663,22/23,Emeve
Foucher,Victoria,Gran_Canaria,5,13,43,15,23,5,0,1,11,16,4,0,0,0,0,0,0,0.0,0.0,11,1,4,17,23,38,0.4,0,1,0,0,2,1,21/22,0.10810810810810811,0.25,8.6,0.15294117647058825,22/23,
Frías Pomiano,Maguilaura Dessire,Dos_Hermanas,20,77,254,93,100,19,7,14,105,101,13,16,18,21,91,94,232,0.69,0.49,67,1,52,244,69,219,0.34,7,2,1,1,0,22,21/22,0.05019305019305019,0.6875,12.7,0.9058823529411765,22/23,Dos_Hermanas
Galiano,Valentina,Barça,22,73,49,18,19,18,8,16,94,98,11,0,0,0,0,1,1,1.0,0.5,11,0,1,34,17,37,0.37,6,0,0,0,4,1,21/22,0.044897959183673466,0.09090909090909091,2.227272727272727,0.8902439024390244,22/23,Emeve
García Conrado,Carlota,Avarca_de_Menorca,25,80,145,72,87,28,5,16,120,61,15,0,0,0,1,0,2,0.67,0.67,14,2,16,76,21,86,0.4,15,3,0,0,0,44,21/22,0.061224489795918366,0.7096774193548387,5.8,0.963855421686747,22/23,
García Pérez,Marta,Sant_Cugat,24,92,0,0,-26,0,0,0,0,0,0,26,41,26,78,80,268,0.67,0.52,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,1.0823529411764705,22/23,
Garcinuño Hernández,Sara,Leganes,11,21,24,11,1,13,5,0,9,22,0,1,0,0,0,0,2,0.67,0.67,5,2,4,16,13,14,0.26,4,2,0,3,0,10,21/22,0.0,0.5263157894736842,2.1818181818181817,0.2876712328767123,22/23,
Garreau Dje,Marie France,Gran_Canaria,11,24,54,27,32,11,0,0,26,31,0,1,0,0,1,2,0,0.5,0.0,7,0,3,9,22,37,0.47,3,0,0,0,0,17,21/22,0.0,0.85,4.909090909090909,0.2823529411764706,22/23,
Gómez,Rocio,Haro_Rioja,23,88,304,123,139,24,22,13,146,80,12,23,41,36,96,84,180,0.57,0.39,83,25,35,317,82,261,0.33,34,8,0,2,10,31,21/22,0.04040404040404041,0.36470588235294116,13.217391304347826,1.0,22/23,
Gomila Perello,María Antonia,Avarca_de_Menorca,27,103,1,0,-21,0,0,0,0,0,0,22,12,30,102,101,309,0.71,0.54,0,0,0,0,0,1,1.0,0,0,0,0,0,0,21/22,,0.0,0.037037037037037035,1.2409638554216869,22/23,Sant_Cugat
Gonçalves Marques,Natiele,Gran_Canaria,21,64,224,89,126,12,6,8,81,84,11,0,0,0,1,0,0,0.0,0.0,45,5,41,102,121,196,0.38,8,1,0,0,3,17,21/22,0.054455445544554455,0.5862068965517241,10.666666666666666,0.7529411764705882,22/23,
Gonzalez Fernandez,Helia,Gran_Canaria,21,59,116,60,9,37,5,11,69,61,15,11,8,4,41,70,77,0.7,0.36,28,7,31,74,120,93,0.26,9,3,0,1,1,8,21/22,0.07575757575757576,0.36363636363636365,5.523809523809524,0.6941176470588235,22/23,Gran_Canaria
González Leones,Eliana Aylen,Emeve,17,66,0,0,-20,0,0,0,0,0,0,20,7,15,59,67,168,0.7,0.5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,0.7096774193548387,22/23,Emeve
González Stanton,Fabia,Alcobendas,11,19,10,5,-7,2,5,2,7,7,1,3,9,3,15,7,11,0.38,0.23,8,3,4,11,0,7,0.21,1,0,0,0,2,2,21/22,0.041666666666666664,0.4,0.9090909090909091,0.2261904761904762,22/23,Alcobendas
Grima Ruiz,Anna,Barça,20,74,165,68,104,21,12,13,74,65,13,1,0,0,2,1,2,0.5,0.33,19,4,21,119,37,125,0.38,28,13,0,4,5,28,21/22,0.06565656565656566,0.358974358974359,8.3,0.9024390243902439,22/23,
Gritzbach,Fernanda,Haro_Rioja,17,62,229,94,178,16,25,11,98,55,8,0,0,0,3,4,2,0.67,0.22,16,13,19,96,27,155,0.48,50,41,2,1,13,66,21/22,0.03755868544600939,0.38596491228070173,13.470588235294118,0.7045454545454546,22/23,Haro_Rioja
Guidarelli Camarero,Sol,Barça,11,20,10,3,-3,5,0,1,11,4,1,0,0,0,0,1,1,1.0,0.5,4,1,4,14,3,9,0.26,0,1,0,0,0,0,21/22,0.045454545454545456,0.0,0.9090909090909091,0.24390243902439024,22/23,
Guilabert Navarro,Mireia,Dos_Hermanas,22,70,9,5,-10,12,3,13,80,64,0,2,0,2,1,2,0,0.29,0.0,4,1,1,17,2,3,0.11,1,2,0,0,2,6,21/22,0.0,0.5454545454545454,0.4090909090909091,0.8235294117647058,22/23,Sayre
Hernández Figueroa,Claudia,Gran_Canaria,6,14,1,0,-5,0,0,0,0,0,0,6,7,1,6,23,30,0.73,0.41,0,0,0,0,0,1,1.0,0,0,0,0,0,0,21/22,,0.0,0.16666666666666666,0.16470588235294117,22/23,
Hetmann,Selma Theresa,Sayre,22,81,209,78,124,42,30,17,97,66,13,1,0,0,1,0,1,0.33,0.33,18,13,24,114,32,165,0.45,62,30,1,11,29,31,21/22,0.04905660377358491,0.1901840490797546,9.5,0.9529411764705882,22/23,
Hidalgo Madrid,Blanca,Alcobendas,2,4,0,0,-2,2,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,0.0,0.0,0.0,0.047619047619047616,22/23,Alcobendas
Hiruela,Camila,Avarca_de_Menorca,14,54,156,56,38,32,3,7,88,31,16,20,8,23,51,83,132,0.68,0.42,42,6,24,151,59,134,0.32,8,1,0,0,0,6,21/22,0.0903954802259887,0.4,11.142857142857142,0.6506024096385542,22/23,
Hurtado Martínez,Alessandra,Barça,3,7,15,6,7,3,0,0,8,5,1,0,0,0,0,0,0,0.0,0.0,0,0,5,0,9,12,0.46,0,0,0,0,0,2,21/22,0.058823529411764705,1.0,5.0,0.08536585365853659,22/23,Sant_Cugat
Jean Pierre,Lisa Marie,Libby's_La_Laguna,27,82,257,118,129,23,9,7,157,116,19,22,7,26,120,111,187,0.63,0.4,43,9,40,101,159,200,0.36,17,2,0,3,4,38,21/22,0.05740181268882175,0.59375,9.518518518518519,1.0649350649350648,22/23,Alcobendas
Jiménez Molina,Rocío,Dos_Hermanas,8,13,16,4,-3,5,1,1,12,6,0,3,3,7,16,19,24,0.6,0.33,8,1,3,24,8,15,0.25,1,0,0,0,0,1,21/22,0.0,0.5,2.0,0.15294117647058825,22/23,
Jiménez Ruiz,Carla,Dos_Hermanas,20,57,90,46,55,14,5,9,76,66,13,3,0,0,1,0,3,0.43,0.43,10,1,8,43,18,47,0.37,19,3,0,7,8,30,21/22,0.07103825136612021,0.44776119402985076,4.5,0.6705882352941176,22/23,Avarca_de_Menorca
Jofre Guasch,María Assumpta,Avarca_de_Menorca,25,64,1,1,-4,4,4,2,54,22,1,0,1,2,1,1,2,0.43,0.29,0,0,1,0,0,0,0.0,0,0,0,0,0,0,21/22,0.011494252873563218,0.0,0.04,0.7710843373493976,22/23,Avarca_de_Menorca
Jovanovic,Monika,Socuellamos,23,59,115,47,31,24,31,8,48,33,7,2,0,0,0,1,0,0.33,0.0,29,3,29,93,27,105,0.37,6,3,0,0,3,3,21/22,0.046357615894039736,0.2,5.0,0.7375,22/23,Socuellamos
Juan González,Laura,Sayre,22,85,0,0,-30,0,0,0,0,0,0,30,40,24,111,107,179,0.58,0.36,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,1.0,22/23,Sayre
Koehler Borras,Alba,Barça,15,33,28,12,2,8,0,2,9,10,1,0,0,0,0,0,0,0.0,0.0,13,1,5,17,13,25,0.34,2,1,0,0,0,2,21/22,0.03333333333333333,0.4,1.8666666666666667,0.4024390243902439,22/23,
Lavado Fernández,Inmaculada,Emeve,19,78,140,63,81,21,8,9,93,109,14,2,0,1,2,3,3,0.55,0.27,16,4,20,63,20,81,0.4,11,3,0,2,0,45,21/22,0.05511811023622047,0.7377049180327869,7.368421052631579,0.8387096774193549,22/23,Haro_Rioja
Llabres Herrera,Patricia,Libby's_La_Laguna,28,96,0,0,-27,0,0,0,0,0,0,27,4,32,71,135,289,0.76,0.52,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,1.2467532467532467,22/23,Libby's_La_Laguna
Llinás Griful,María,Barça,19,46,15,11,6,8,3,7,21,46,5,0,0,0,1,0,0,0.0,0.0,1,0,0,4,4,4,0.31,3,0,0,0,0,6,21/22,0.05555555555555555,0.6666666666666666,0.7894736842105263,0.5609756097560976,22/23,
Llorens Fernández,Cristina,Avarca_de_Menorca,25,73,138,58,34,13,3,9,117,63,10,25,14,15,80,65,183,0.65,0.48,38,1,28,139,46,122,0.33,13,1,1,2,4,6,21/22,0.046511627906976744,0.23076923076923078,5.52,0.8795180722891566,22/23,
López,Itziar,Sant_Cugat,18,49,116,45,35,19,12,6,55,35,5,0,0,0,0,0,1,1.0,1.0,24,16,38,124,29,90,0.28,14,11,0,1,5,21,21/22,0.03787878787878788,0.40384615384615385,6.444444444444445,0.5764705882352941,22/23,Sant_Cugat
Maldonado Baldassarre,Camila,Sant_Cugat,24,93,232,114,158,34,27,20,173,87,21,1,0,0,2,1,0,0.25,0.0,16,11,23,140,32,138,0.38,50,30,0,3,32,73,21/22,0.058011049723756904,0.3882978723404255,9.666666666666666,1.0941176470588236,22/23,Sant_Cugat
Manso,Esther,Haro_Rioja,5,15,2,2,-2,4,2,1,13,5,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,0.07407407407407407,0.0,0.4,0.17045454545454544,22/23,Haro_Rioja
Manzano Romero,Saray,Gran_Canaria,25,85,312,123,104,55,5,9,92,96,21,24,6,32,88,127,259,0.72,0.48,72,3,57,129,203,267,0.37,13,3,1,0,4,24,21/22,0.07553956834532374,0.5454545454545454,12.48,1.0,22/23,Gran_Canaria
Martínez Calderón,Carlota,Sant_Cugat,22,70,185,72,105,13,15,7,87,44,7,0,0,1,2,0,0,0.0,0.0,41,17,26,184,28,168,0.36,24,4,0,0,12,10,21/22,0.04046242774566474,0.2,8.409090909090908,0.8235294117647058,22/23,Sant_Cugat
Martínez Vela,Paola,Libby's_La_Laguna,21,52,102,43,36,17,1,10,52,42,14,1,0,0,0,0,2,0.67,0.67,26,0,22,54,50,80,0.34,10,0,0,2,3,8,21/22,0.10294117647058823,0.34782608695652173,4.857142857142857,0.6753246753246753,22/23,
Martínez Villarreal,Ivone,Alcobendas,22,84,72,47,27,32,22,25,120,84,21,4,0,0,1,1,0,0.17,0.0,5,2,4,28,5,28,0.39,35,13,0,2,15,23,21/22,0.06907894736842106,0.26136363636363635,3.272727272727273,1.0,22/23,Avarca_de_Menorca
Matamoros,Natalia,Sant_Cugat,22,53,135,60,49,20,13,5,50,47,17,13,29,20,56,44,88,0.53,0.35,30,18,23,89,34,112,0.37,18,6,0,1,8,6,21/22,0.1118421052631579,0.15384615384615385,6.136363636363637,0.6235294117647059,22/23,
Matienzo,Sulian,Gran_Canaria,28,98,399,169,201,55,7,24,110,155,31,27,4,44,97,151,294,0.72,0.48,55,8,61,113,192,335,0.44,10,3,1,0,3,33,21/22,0.08115183246073299,0.673469387755102,14.25,1.1529411764705881,22/23,Gran_Canaria
Matos Duran,Massiel,Emeve,5,11,6,4,-2,0,0,0,1,3,2,3,2,0,3,4,10,0.64,0.45,4,2,1,9,1,2,0.11,1,0,0,0,0,2,21/22,0.3333333333333333,0.6666666666666666,1.2,0.11827956989247312,22/23,
Mavrommatis López,Zoi,Sant_Cugat,17,47,102,37,41,9,8,8,71,27,6,21,20,16,61,35,103,0.54,0.4,14,4,17,140,20,93,0.32,6,4,0,0,6,3,21/22,0.046511627906976744,0.15789473684210525,6.0,0.5529411764705883,22/23,Sant_Cugat
Medina Chacoa,Winderlys Gisel,Dos_Hermanas,22,85,389,141,201,9,17,18,129,108,7,30,12,11,110,132,213,0.68,0.42,83,15,66,340,101,352,0.37,20,5,0,3,4,30,21/22,0.024305555555555556,0.4838709677419355,17.681818181818183,1.0,22/23,Dos_Hermanas
Mesquida Rossello,Rosa,Barça,11,25,0,0,-8,0,0,0,0,0,0,8,8,4,27,18,42,0.56,0.39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,0.3048780487804878,22/23,
Montoro Muñoz,Raquel,Gran_Canaria,26,73,196,72,112,22,3,7,57,76,10,1,0,0,0,0,0,0.0,0.0,32,5,29,102,155,174,0.35,6,0,0,0,5,12,21/22,0.05714285714285714,0.5217391304347826,7.538461538461538,0.8588235294117647,22/23,
Morales Pradillo,Paula,Alcobendas,10,14,0,0,-3,3,0,2,8,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,0.0,0.0,0.0,0.16666666666666666,22/23,Madrid_Chamberi
Moreno,Thalia,Leganes,15,43,100,40,18,22,1,4,35,21,3,0,0,1,0,0,0,0.0,0.0,37,6,23,87,23,74,0.3,4,1,0,0,1,23,21/22,0.03488372093023256,0.7931034482758621,6.666666666666667,0.589041095890411,22/23,
Mosquera Durán,Darlevis,Emeve,21,86,239,95,171,35,14,18,75,55,9,0,0,0,3,2,4,0.67,0.44,16,2,18,84,27,164,0.53,17,5,0,5,6,67,21/22,0.043689320388349516,0.67,11.428571428571429,0.9247311827956989,22/23,
Newsome Mimó,Anna,Sant_Cugat,24,93,92,46,41,38,26,15,152,77,21,0,0,0,3,0,0,0.0,0.0,11,8,2,38,19,58,0.43,30,26,0,1,23,13,21/22,0.06382978723404255,0.13978494623655913,3.8333333333333335,1.0941176470588236,22/23,Sant_Cugat
Niece,Avalyn Kelly,Dos_Hermanas,22,85,268,95,174,25,10,20,96,121,15,1,0,0,3,1,5,0.6,0.5,33,0,35,114,52,186,0.44,24,9,0,7,10,67,21/22,0.05226480836236934,0.5726495726495726,12.181818181818182,1.0,22/23,Libby's_La_Laguna
Novoa Valencia,Beatriz,Barça,21,79,306,117,132,16,17,23,104,130,18,42,22,40,141,126,194,0.57,0.34,62,18,54,305,88,272,0.34,13,3,0,1,3,16,21/22,0.05844155844155844,0.4444444444444444,14.571428571428571,0.9634146341463414,22/23,Sayre
Nsunguimina Meñana,Bely Bella,Libby's_La_Laguna,28,78,187,81,60,56,4,16,51,45,21,4,0,3,10,2,9,0.39,0.32,29,2,38,70,107,134,0.35,26,2,0,2,13,32,21/22,0.10880829015544041,0.4266666666666667,6.678571428571429,1.0129870129870129,22/23,Libby's_La_Laguna
Obi,Na Ebi,Emeve,7,11,11,4,4,4,0,2,6,10,2,1,0,0,0,1,0,0.5,0.0,2,0,0,4,2,5,0.38,0,0,0,0,1,4,21/22,0.08333333333333333,0.8,1.5714285714285714,0.11827956989247312,22/23,Dos_Hermanas
Ola Jordan,Jenelle Andrea,Libby's_La_Laguna,27,90,239,102,152,36,5,18,152,131,17,1,0,2,2,4,1,0.5,0.1,23,4,27,33,71,163,0.51,45,4,0,6,18,59,21/22,0.04735376044568245,0.44696969696969696,8.851851851851851,1.1688311688311688,22/23,
Olmedo Miguel,Marta,Leganes,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,0.0,0.0,0.0,0.0136986301369863,22/23,
Ordoñez Lojo,Emma,Sayre,19,58,113,45,12,26,19,6,62,53,11,19,23,20,79,41,55,0.41,0.23,37,16,19,133,27,85,0.27,14,8,0,0,5,17,21/22,0.062146892655367235,0.38636363636363635,5.947368421052632,0.6823529411764706,22/23,
Orejas Tans,Helena,Barça,22,80,200,110,41,35,10,12,73,85,32,45,12,35,128,104,171,0.56,0.35,35,10,44,193,60,146,0.3,17,3,0,1,0,22,21/22,0.12955465587044535,0.5116279069767442,9.090909090909092,0.975609756097561,22/23,
Orozco Andreu,Mireia,Barça,22,78,237,90,112,25,6,19,93,91,21,1,0,0,4,4,1,0.5,0.1,56,13,43,232,72,177,0.3,15,4,0,1,2,39,21/22,0.08235294117647059,0.639344262295082,10.772727272727273,0.9512195121951219,22/23,Avarca_de_Menorca
Ortiz Carmona,Alba,Dos_Hermanas,14,29,33,13,-3,14,3,4,12,18,5,0,0,0,0,0,0,0.0,0.0,10,5,12,23,11,26,0.3,3,0,0,0,1,2,21/22,0.08928571428571429,0.3333333333333333,2.357142857142857,0.3411764705882353,22/23,
Otero Martínez,Marta,Emeve,21,70,107,46,14,26,7,13,65,50,11,19,8,28,71,65,150,0.63,0.44,30,10,18,103,36,84,0.3,5,2,0,1,2,12,21/22,0.06395348837209303,0.5454545454545454,5.095238095238095,0.7526881720430108,22/23,
Palet Martí,María,Barça,20,68,0,0,-28,0,0,0,0,0,0,28,17,30,92,110,169,0.63,0.38,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,0.8292682926829268,22/23,
Paradela Cortón,Julia,Emeve,12,22,2,1,-1,3,0,1,16,4,1,0,0,0,0,1,0,1.0,0.0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,21/22,0.04,0.0,0.16666666666666666,0.23655913978494625,22/23,Emeve
Pejkovic,Iva,Avarca_de_Menorca,27,103,265,105,198,14,8,17,146,90,14,1,0,0,0,2,4,0.86,0.57,19,9,33,103,71,183,0.44,26,12,0,4,13,68,21/22,0.04844290657439446,0.5528455284552846,9.814814814814815,1.2409638554216869,22/23,Avarca_de_Menorca
Perdomo Ramírez,Omaira,Leganes,20,64,145,69,58,48,11,11,47,43,15,3,0,0,0,1,0,0.25,0.0,20,4,16,59,25,87,0.41,29,1,0,10,9,43,21/22,0.08571428571428572,0.4673913043478261,7.25,0.8767123287671232,22/23,
Pérez Fernández,Ana Belén,Haro_Rioja,17,50,56,25,28,13,5,4,85,43,9,0,0,0,3,1,0,0.25,0.0,11,2,4,23,18,37,0.39,31,18,0,3,12,10,21/22,0.05660377358490566,0.13513513513513514,3.2941176470588234,0.5681818181818182,22/23,
Pérez Peche,Cristina,Libby's_La_Laguna,23,41,2,2,0,2,0,1,22,18,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,1,0.5,1,0,0,0,0,0,21/22,0.022727272727272728,0.0,0.08695652173913043,0.5324675324675324,22/23,
Piza,Margalida,Alcobendas,22,84,0,0,-23,0,0,0,0,0,0,23,41,21,79,99,113,0.56,0.3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,1.0,22/23,Alcobendas
Porras Estrada,Judith,Dos_Hermanas,18,51,44,26,12,20,11,5,57,59,13,0,0,0,0,4,3,1.0,0.43,5,0,7,17,18,19,0.29,5,1,0,1,0,12,21/22,0.07878787878787878,0.631578947368421,2.4444444444444446,0.6,22/23,
Portero Losilla,Amelia,Socuellamos,26,97,395,151,251,13,51,19,157,105,12,17,10,18,108,142,210,0.7,0.42,57,8,58,385,99,354,0.37,24,10,0,0,6,30,21/22,0.03361344537815126,0.42857142857142855,15.23076923076923,1.2125,22/23,Avarca_de_Menorca
Priante,Ariadna,Gran_Canaria,28,82,17,13,-9,18,4,5,57,102,8,1,0,0,1,0,0,0.0,0.0,5,0,2,1,3,0,0.0,5,2,0,0,3,9,21/22,0.041237113402061855,0.47368421052631576,0.6071428571428571,0.9647058823529412,22/23,
Prol Bruña,Lucía,Libby's_La_Laguna,24,51,98,40,13,24,1,7,43,34,4,17,2,9,66,53,64,0.55,0.3,25,2,19,60,47,85,0.36,8,0,0,1,7,9,21/22,0.035398230088495575,0.36,4.083333333333333,0.6623376623376623,22/23,Emeve
Renedo Cuesta,Sofía,Alcobendas,4,4,0,0,-2,0,0,0,0,0,0,2,0,2,0,1,0,0.2,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,0.047619047619047616,22/23,Alcobendas
Riley,Margaret Ann,Haro_Rioja,24,96,71,37,44,18,27,18,169,92,21,1,0,0,3,0,1,0.2,0.2,3,0,5,27,8,31,0.42,29,16,0,2,5,19,21/22,0.06086956521739131,0.2676056338028169,2.9583333333333335,1.0909090909090908,22/23,
Rivas Fiel,Ines,Emeve,7,21,19,9,12,1,4,3,26,32,4,0,0,0,0,1,0,1.0,0.0,6,1,0,8,5,9,0.31,5,3,1,1,1,6,21/22,0.05714285714285714,0.375,2.7142857142857144,0.22580645161290322,22/23,
Rocha Da Silva,Gabrielle,Gran_Canaria,19,67,138,81,65,45,5,10,66,70,4,1,0,1,0,0,1,0.33,0.33,13,1,15,40,33,70,0.41,28,4,1,0,10,65,21/22,0.02,0.6074766355140186,7.315789473684211,0.788235294117647,22/23,
Rodriguez Diaz,Leticia,Sayre,18,31,4,1,1,2,5,2,15,9,0,0,0,0,0,0,0,0.0,0.0,0,1,1,5,2,3,0.25,4,1,0,0,1,1,21/22,0.0,0.14285714285714285,0.2222222222222222,0.36470588235294116,22/23,
Rodríguez Iglesias,Patricia,Socuellamos,26,97,0,0,-26,0,0,0,0,0,0,26,16,14,143,188,310,0.71,0.44,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,1.2125,22/23,Avarca_de_Menorca
Rodríguez Sanjurjo,María,Haro_Rioja,15,28,5,4,2,3,7,1,15,5,1,0,0,0,0,1,0,1.0,0.0,0,0,0,2,2,3,0.43,3,0,0,0,1,1,21/22,0.03125,0.2,0.3333333333333333,0.3181818181818182,22/23,Haro_Rioja
Rodríguez Villanueva,Elia,Sant_Cugat,18,21,3,3,0,3,5,0,4,5,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,0,3,0,21/22,0.15,0.0,0.16666666666666666,0.24705882352941178,22/23,Sant_Cugat
Saldanha Do Amaral,Ellen Grazielle,Sayre,22,85,403,182,201,18,41,13,147,98,18,40,47,42,128,119,176,0.53,0.32,77,28,67,307,98,343,0.37,38,15,0,1,11,42,21/22,0.05373134328358209,0.3925233644859813,18.318181818181817,1.0,22/23,Socuellamos
Salleras Grand,Alejandra,Leganes,14,46,0,0,-18,0,0,0,0,0,0,18,19,26,70,58,93,0.53,0.33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,0.6301369863013698,22/23,
Sanchez Garcia,Alba Maria,Gran_Canaria,27,100,0,0,-21,0,0,0,0,0,0,21,8,23,84,198,257,0.77,0.43,0,0,0,0,0,0,0.0,0,0,0,0,0,0,21/22,,0.0,0.0,1.1764705882352942,22/23,Gran_Canaria
Sánchez,Sara,Avarca_de_Menorca,6,8,1,1,-4,3,1,1,2,1,1,0,0,0,0,0,0,0.0,0.0,1,0,1,0,1,0,0.0,0,0,0,0,0,0,21/22,0.1111111111111111,0.0,0.16666666666666666,0.0963855421686747,22/23,
Sansó Elle,Louise,Avarca_de_Menorca,21,42,62,24,47,6,5,6,56,41,4,0,0,0,0,0,1,1.0,1.0,0,3,9,27,14,46,0.46,4,5,0,0,1,12,21/22,0.03389830508474576,0.5454545454545454,2.9523809523809526,0.5060240963855421,22/23,Dos_Hermanas
Saucedo,Marina,Socuellamos,23,66,12,10,-3,13,17,6,61,40,6,0,0,0,2,0,0,0.0,0.0,1,0,1,5,5,4,0.25,3,2,0,0,4,2,21/22,0.04195804195804196,0.18181818181818182,0.5217391304347826,0.825,22/23,Dos_Hermanas
Schiro,Charlotte Elsa,Dos_Hermanas,8,29,99,35,64,6,1,4,27,53,5,1,0,0,1,0,1,0.33,0.33,11,0,17,87,20,88,0.39,0,0,0,0,0,6,21/22,0.052083333333333336,1.0,12.375,0.3411764705882353,22/23,
Serrano Maiz,Meriyén Victoria,Leganes,21,73,203,56,135,12,8,9,83,62,3,0,0,0,0,0,0,0.0,0.0,28,6,28,72,62,168,0.46,15,7,0,5,9,32,21/22,0.01694915254237288,0.47058823529411764,9.666666666666666,1.0,22/23,
